symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,EU.C021.C1,EU.C021.C2,EU.C021.C3,EU.C021.C4,EU.C021.C5,EU.C021.C6,EU.C021.C7,EU.C021.C8,EU.C021.C9,EU.C021.C10,EU.C21.ES_c21
CIAO2A,848.3598638130552,-0.10133662211199038,0.13944823479878068,0.32097894759387685,0.6095424163451104,879,852,1210,1078,984,804,724,822,702,764,615
CIAO2B,344.0471575654398,-0.02199846932549532,0.19764437768466123,0.8471394503462464,0.9402149911519856,341,296,407,296,640,424,148,338,167,259,651
CIAO3,344.39421325513206,0.046989634468065915,0.17885921818467082,0.6746076165077393,0.860415581262799,453,302,423,307,399,379,175,409,274,263,470
CIAPIN1,1185.910315329855,0.08298777646631471,0.14331818925409093,0.4214181290645974,0.6999663397363297,1317,859,1204,1044,1580,1327,828,1345,1043,944,1326
CIART,51.13961441142696,-0.14089074404617546,0.3177170267116912,0.2768071836805126,0.5658822665398139,42,34,70,11,42,36,13,34,16,23,124
CIB1,512.9893435089838,0.034856254160999425,0.17875921831276104,0.7547726887995445,0.9025750131549778,589,434,723,589,827,676,262,655,412,458,246
CIB2,284.85623290058487,-0.5835618473083215,0.3270068095845504,0.002917433519968813,0.027632050434735815,305,328,435,301,229,186,165,197,147,106,600
CIBAR1,470.5243847973343,-0.09498329965253605,0.16181526997380102,0.3858022226679798,0.6715444088512381,564,547,706,465,513,410,480,374,438,335,400
CIC,1772.696734489719,-0.2975791124770271,0.17297834224406863,0.015082705524245885,0.09184938615749737,2530,1608,2100,1588,1553,937,817,1579,1062,969,2718
CICP16,12.932268076035598,0.03645785499406364,0.3612222714775429,0.7148720242750687,0.8821262977641957,36,8,7,17,6,11,0,1,4,28,14
CIDECP1,36.284842002280456,0.11295887583091106,0.36327113888819995,0.3369235509225933,0.6250989735885771,27,32,15,49,50,18,0,23,69,51,42
CIITA,90.32064517943394,-0.32874864780791807,0.4833145319926988,0.04966104443808226,0.20788170469468475,124,95,44,140,85,58,35,80,65,30,20
CILK1,927.8825616594687,-0.03622602323866076,0.1332512113651452,0.71380187046564,0.8818563476893566,1324,913,1733,1008,843,766,937,893,1000,814,344
CILP,10.86333648935563,7.876656141259224e-4,0.32990627954284213,0.9940919713995084,0.998373801960127,5,8,14,9,7,4,13,11,14,1,22
CILP2,32.19727558757574,0.09678067533540768,0.33105075586665694,0.4162267559195341,0.6961717214776617,20,35,5,25,27,17,10,19,32,34,136
CIMAP3,170.32868682304095,-0.03755409388478534,0.1871209424736638,0.7397722566969587,0.8948650494295722,71,168,268,251,188,190,155,169,205,147,72
CINP,386.222203689541,0.09053721580399342,0.18677170321800635,0.4319296518157689,0.7074410324688288,448,274,473,349,639,409,239,380,372,374,312
CIP2A,464.61494148931854,-0.049622170329233405,0.1714052648975022,0.6533876068327841,0.8482835428859395,926,283,681,417,437,293,477,423,428,259,662
CIPC,794.7981143541246,-0.15082555743090567,0.14757987346945206,0.15702914706715923,0.4160039184082857,906,785,1269,962,766,747,711,814,815,524,605
CIR1,1067.7083285672618,-0.11101142277438793,0.130501707424264,0.25971043353678314,0.5465927851183803,1103,1246,1899,1021,1480,1102,1051,1262,1249,784,275
CIRBP,2950.7883183684053,0.11157170349355792,0.15467158961524474,0.3009896227559307,0.590757070952732,3388,2605,3233,2680,4648,3059,1726,3191,2700,2478,3177
CIRBP-AS1,14.856562805719314,-0.00228168920625576,0.3030920543138506,0.9837264326722064,0.9942657207651173,13,28,18,8,21,13,7,21,7,16,12
CISD1,306.5862971376077,0.014927728943002235,0.1882842273962553,0.894701274043995,0.9581658462023236,267,264,442,313,387,295,287,305,262,218,305
CISD2,714.0314582426344,-0.05203381551933292,0.15577595170522907,0.625679900785443,0.8332657569901851,997,577,893,713,1044,551,665,621,601,510,785
CISD3,203.72125585262293,-0.7282644318199201,0.3614576040009597,0.001076268801690531,0.012882821828407519,101,134,276,230,216,154,98,134,50,93,432
CISH,52.61167563673594,0.02024836585472006,0.23481820636559886,0.8622580569053402,0.9465910898156388,77,27,84,36,46,44,38,56,37,24,90
CIT,407.7832646340592,-0.05372817803447767,0.22596767567144593,0.6485488656062217,0.8452478936205846,1116,190,385,292,271,144,156,243,224,118,1788
CITED2,1561.8931409284187,0.6665160288412942,0.2338820913944281,1.2956271044679862e-4,0.0023338059752326247,2304,459,1371,721,1104,1089,897,1340,941,800,6345
CITED4,45.792669585528216,-0.04726833273392089,0.2524997608927777,0.6892748038345955,0.8693640512448128,51,47,82,29,57,26,16,48,30,19,240
CIZ1,2090.233973018532,-0.6356922469725713,0.18572254578621836,1.9395547262843772e-5,4.659954650287271e-4,3053,2208,3365,2167,2089,1253,1166,1849,1566,1345,2460
CKAP2,1953.3876939152267,-0.10801439364221171,0.1583614948442886,0.3213986920644311,0.6099233276613104,2551,1374,2846,1877,2075,1663,1782,1796,1836,1372,2331
CKAP2-DT,6.835140077788581,0.06656519954960846,0.38517699229049096,0.4975608913879415,0.7543373673865851,3,1,17,0,8,12,2,8,14,4,8
CKAP2L,283.3219291031041,-0.02996408372964541,0.1703911304499576,0.7850500333671149,0.9147112405869119,668,125,365,162,193,146,195,173,207,118,642
CKAP4,7339.522355964457,0.24859403076343647,0.1294255565430853,0.014710829194927113,0.09037012730638175,11664,5879,9163,6606,8370,6559,6425,8461,7112,6396,5267
CKAP5,6490.208562474709,0.13380246165267812,0.13875884193491206,0.19206290262049058,0.46661812133812774,8752,5944,8904,6373,6200,4948,5246,5917,5811,4759,7982
CKB,1183.5396595360926,0.4019755825372768,0.15700090917661047,8.417908807220357e-4,0.010729942081142406,1162,742,1098,835,1492,1033,695,1276,886,969,3628
CKLF,121.42085575221883,0.04242797215626181,0.21916951876747176,0.7164451304635272,0.8827627500354175,167,91,180,84,180,131,54,113,75,126,174
CKLF-CMTM1,6.290733759353893,-0.035562493635039494,0.3847996709705052,0.6942175057539651,0.8721724408306154,10,8,0,12,4,5,4,0,2,10,10
CKMT1A,38.99187408375202,-0.050023954224583125,0.2806932643984402,0.6699121065068404,0.8581000578744417,10,20,47,35,51,27,7,21,41,32,107
CKMT1B,37.071868440287105,-0.27031208951139013,0.41562019676139994,0.08214662512154186,0.2841824753805768,34,41,36,74,12,12,12,33,18,7,105
CKMT2,25.370591977232582,-0.12832250132794085,0.32587295889962226,0.3101049464815743,0.5998068338178301,11,22,37,52,29,29,26,21,10,31,0
CKMT2-AS1,130.8916395945773,-0.037216026198544465,0.18776808763873937,0.7422291200361897,0.8961490850588789,161,113,151,146,177,145,93,116,153,73,111
CKS1B,998.7112823539654,-0.07040221395329871,0.18622269405821593,0.5373074087743162,0.7794248207552369,1446,330,854,402,699,387,276,407,270,326,4475
CKS2,372.2737054036673,0.06068713620077135,0.1777719001817161,0.5884400546407971,0.8125845213688413,584,227,315,247,534,359,183,249,193,275,1246
CLASP1,3186.4438948580964,-0.03989544092661062,0.12386006220356954,0.6736080139923983,0.8597764402257554,4259,3435,4529,3557,3165,2901,2849,3085,3203,2583,1972
CLASP1-AS1,7.193845128420586,-2.4391291853220328e-4,0.3720685028296603,0.9978967670892762,0.9993117620142985,0,10,4,7,22,0,18,8,10,1,0
CLASP2,2176.692357121061,-0.08694240855181587,0.1550206220755894,0.4176177916562226,0.6972763976018833,2663,1906,3041,2414,2137,2014,1936,2316,2334,1747,1186
CLASRP,506.6610387867761,0.12946460194884565,0.2056436775326983,0.2851454733964186,0.5746548889471356,531,425,623,367,882,453,226,655,387,350,792
CLBA1,168.3649047132597,0.0746333962873215,0.22965674993846316,0.5326604813336193,0.7769153947248706,166,115,209,188,174,141,102,185,124,114,220
CLCA2,272.00096684702686,0.1611085018033588,0.16052794855228056,0.14884214398983564,0.40436526235010994,87,292,437,293,326,329,336,348,374,272,1
CLCA4-AS1,38.97151205442223,0.0373095501849214,0.27279314659853704,0.7494337310127392,0.8992558522887841,53,26,95,12,66,73,32,53,22,26,8
CLCC1,1747.3326648341833,-0.21846540606379117,0.11915469785760333,0.022575473517792807,0.12282999569895871,1736,1871,2970,1903,2052,1457,1712,1786,1645,1483,934
CLCF1,193.46017208110254,0.05819693327915875,0.17597074509270677,0.6023911620083326,0.8209393317858272,211,170,350,214,280,173,130,264,181,209,72
CLCN2,163.9128329872864,-0.339489369089774,0.2588419387444685,0.025135711308994016,0.13206925973492198,159,183,244,199,186,105,94,146,118,97,245
CLCN3,3745.5722039300717,-0.363930771484417,0.1671050512933087,0.0031671105455457343,0.029315084195966006,5040,4290,5687,4922,4151,3195,3216,3499,3640,2750,1293
CLCN4,538.9377443090282,-0.10302408028143074,0.19207674098884836,0.37814730954189435,0.6640659913779724,520,684,914,867,497,420,410,504,406,371,395
CLCN5,1487.7824021236097,0.06061815058887452,0.11367086266661992,0.4991473868482345,0.755439414990648,1987,1415,2320,1469,1677,1399,1454,1535,1615,1189,660
CLCN6,1196.869320923455,0.21580786947085598,0.14890188767302157,0.04858815878511174,0.2051390835382543,2258,753,1339,1186,1037,657,757,1188,1038,719,2524
CLCN7,1823.2118573204023,-0.19563722431239675,0.16560063328810562,0.08837453631838137,0.2968573742595719,2728,2330,2566,2205,1963,1285,998,2065,1380,1348,1700
CLCNKB,17.31415866976571,-0.018193325532672767,0.3373626035864183,0.8624858413209038,0.9466764332068922,2,14,12,13,31,2,2,22,10,2,56
CLDN1,352.90976312446907,0.19294198728515297,0.16192202521490062,0.08891185341948414,0.29812251574267995,1035,268,383,241,345,293,320,319,308,276,148
CLDN10,36.935141365710976,-0.18072152832568594,0.314035267146873,0.18820666916167644,0.4615209835315498,110,25,53,32,44,55,27,25,21,10,21
CLDN11,33.682977396182636,-0.673319012458294,0.6540371307705694,0.006426755709707317,0.050265649283029144,21,31,32,32,12,25,25,8,9,13,127
CLDN12,1443.2389065630646,-0.11603421505697609,0.11305841906911823,0.1964701050254578,0.4726879736340645,1620,1570,2408,1749,1636,1227,1340,1307,1364,1156,774
CLDN15,138.39399158075148,0.12634308845010192,0.2379467419570762,0.313103646233879,0.6027366804456661,160,112,153,125,122,164,120,217,127,87,118
CLDN18,8.362338799052583,0.005211396729079756,0.36907267460626986,0.9557097786133602,0.9832188854760033,5,17,10,1,17,0,5,12,2,7,9
CLDN19,49.54487225341772,-1.894398944498568,0.7263782188549402,2.183632785132452e-5,5.164631762909587e-4,7,41,61,45,25,21,9,6,13,1,149
CLDN20,8.345183749336618,-0.06548517377279692,0.3660985491652356,0.5296354506718297,0.7744857479042134,5,0,24,17,11,10,9,8,3,8,3
CLDN23,58.1938643752497,0.06342523489803743,0.2512893145769067,0.5956762445992905,0.8177081496480559,39,65,92,32,90,61,30,38,58,72,59
CLDN3,26.304646295156342,-1.2920688079321623,0.802277371994448,4.5560684784604587e-4,0.006609663896901194,4,37,112,62,13,16,15,12,13,4,23
CLDN4,682.2533631236851,-0.48020361995694005,0.23059798840859128,0.0020864946146932337,0.021546250510913804,488,1225,1072,953,986,774,414,734,477,581,53
CLDN6,4552.284476669273,0.0455301272739986,0.09617879919890675,0.5663871922924832,0.7994947299194265,1931,4543,6734,4969,7526,5056,4435,5183,4049,4521,2092
CLDN7,652.2189484007835,-0.9436102711929413,0.1591521431101318,1.5949600479894936e-10,1.2216808661159893e-8,159,948,1124,1241,983,675,504,671,405,506,3
CLDN9,28.56132931938772,-1.1086665144317043,0.6529231029350125,6.644203371652655e-4,0.00888981633812949,11,61,117,47,28,28,13,22,10,15,1
CLDND1,2324.083927020822,-0.10218105293960902,0.1288097060665665,0.2950161421488916,0.5856242961921911,2595,2006,4146,2618,2818,2056,2295,2280,2038,2019,1299
CLEC11A,43.421327003364034,-0.24793674571085064,0.33401555743507616,0.09915972997858828,0.3179890860730684,31,39,59,67,41,24,9,32,25,17,206
CLEC12A,7.005620121556647,-0.07124042438283944,0.3597162771575415,0.5070934257547082,0.7601621351335054,0,3,10,14,17,13,4,11,7,3,0
CLEC12A-AS1,6.529639270118644,0.028529935215577666,0.35916370737455294,0.7740455490585424,0.9111746618385295,11,7,5,1,5,16,7,11,3,1,5
CLEC16A,1279.6953199504503,0.10146202649177884,0.13323071723593924,0.3080168143305182,0.5984873995494234,1372,1342,1979,1472,1286,1202,1041,1381,1248,1144,805
CLEC18A,19.082397820523862,-0.03458930285379389,0.3332788525907733,0.7478239757956942,0.8987451236387289,29,6,26,12,13,20,0,19,17,17,40
CLEC18B,43.13752895458637,-0.032947595575136185,0.26977391437634696,0.7777038228270841,0.9131320536403095,75,35,32,13,32,36,24,19,14,28,100
CLEC18C,15.395222765941412,-0.11545993249201711,0.3788164550716641,0.31604554099987103,0.605823492551469,2,13,17,10,11,27,7,20,2,2,34
CLEC1A,9.2431025854959,0.030816883709502713,0.3536993177038869,0.7613294766067582,0.9045595275636579,0,1,15,14,14,10,13,4,19,2,9
CLEC1B,48.839063733747416,1.4795068290689652,0.6205175813976616,7.592763973994984e-5,0.0014811090176628685,23,8,16,23,93,98,50,111,121,55,0
CLEC2B,6.203846939200014,-0.2699459343624242,0.6841383587854967,0.008468091600086464,0.06158545014731871,14,10,0,22,0,4,5,0,0,0,0
CLEC2D,266.17179820246946,0.141523169886286,0.22968868825213312,0.2607944194528451,0.5475557035806083,391,252,376,332,264,232,213,235,288,207,108
CLEC4A,6.608771507056526,-0.07982042411534274,0.4096616361017799,0.3906184209355377,0.6761574402060325,8,6,10,0,5,16,16,0,0,6,4
CLEC7A,43.62690935896305,0.16307471666213674,0.376158246255097,0.2089614016833201,0.48868872343250414,36,46,57,16,52,58,19,41,32,35,0
CLGN,175.97401265028998,-0.29829369592430294,0.26981002858037517,0.04614447039239101,0.1984342947752112,361,159,172,245,175,123,142,146,96,81,226
CLHC1,212.6726466432966,0.25182405839515926,0.23318659114412307,0.06636097468964453,0.25053030869719295,205,147,279,185,242,269,234,272,207,190,101
CLIC1,4982.792951919666,-0.034504250919192694,0.13488803888482376,0.7285397639809472,0.8895259563435111,7113,4267,6012,4746,6748,4764,2702,4545,3400,4088,5089
CLIC4,18407.429266446474,-0.0068753778492310885,0.08556611837834074,0.9244335963491519,0.9708296975998829,20802,17179,26935,19147,21283,17829,20062,17679,17021,14880,12157
CLIC5,251.8693637750697,0.5367108542762307,0.2598509774885923,0.0017390616979000117,0.018650515241833265,10,212,280,206,384,337,267,297,250,229,9
CLIC6,42.02925768988872,-0.27006251336066867,0.35912673290109565,0.08268979262548834,0.28498537817552205,15,57,99,27,50,30,26,22,26,27,113
CLINT1,3916.775829708975,0.04349176938176706,0.09871241782839657,0.591382870541723,0.8151651950062482,4226,4062,6125,4498,4764,3732,3768,4199,4221,3296,1621
CLIP1,5068.496807724338,-0.27453097499532575,0.11489486595412228,0.0038901103264080577,0.03442345640188752,5296,6470,9473,6607,6038,4653,5066,5255,4908,4140,1444
CLIP1-AS1,7.561436421865422,-4.538209502837808e-4,0.33172247258466564,0.9965813175651461,0.999016949080247,10,8,5,15,4,6,12,6,10,8,1
CLIP2,916.7140180623978,-0.09373181108970433,0.1430663106335281,0.36442428407148786,0.650958140289442,2738,1020,1368,868,910,561,399,711,608,546,954
CLIP3,1498.9456650931488,-0.317911037342819,0.17549759955441016,0.010632219624307358,0.07173204173199364,1630,1713,2791,1942,1384,982,1148,1236,1349,923,1587
CLIP4,742.5997522073243,-0.21446455800096137,0.1838815562937058,0.07782461908063651,0.2755616102584857,713,1088,1174,829,875,634,790,742,761,603,62
CLK1,2393.1680657410475,0.06677053162131738,0.10130691670322506,0.4188087390878328,0.6983491437276445,2583,2277,3523,2603,2939,2473,2431,2584,2561,1989,354
CLK2,681.1387891858275,0.01318299318889653,0.15413564784119788,0.9007701182204035,0.9609787492515285,681,560,1027,552,853,560,454,668,630,456,1218
CLK3,1081.9488464569374,0.007430488290130654,0.1600825021970688,0.9447802970774303,0.9794462904699156,1209,931,1566,1139,1479,1103,775,1112,925,860,850
CLK4,777.233559813051,0.1101365611150013,0.1315163368776819,0.26560874173637583,0.5531433801127318,585,663,1032,826,1030,846,842,860,944,663,117
CLMAT3,41.092161147920734,-0.04554370952878432,0.29176368951410375,0.6943697284334471,0.8722318061290695,15,37,52,47,182,43,11,33,31,39,0
CLMN,400.14348470791685,-0.2416367846293311,0.24833409310349008,0.08273197088907817,0.2850359256919416,391,585,757,498,334,273,342,343,318,309,291
CLMP,514.6439988178822,0.12365681129467877,0.20969382236524578,0.30821531865759083,0.5985090581398362,1708,344,342,398,384,375,364,473,374,343,652
CLN3,509.5099560672743,-0.23463264014927362,0.18203958906769963,0.05485596272035846,0.22103881889588453,577,628,699,585,566,465,316,552,434,410,434
CLN5,1497.0084083174495,-0.12549179437421878,0.10110762929933108,0.13070519819567372,0.37694566484824865,1371,1661,2530,1892,2005,1646,1615,1519,1441,1244,259
CLN6,502.5675240159087,-0.09681799739617676,0.1783548992591318,0.3947808853288714,0.6793918366634634,836,431,579,531,608,326,280,508,440,362,788
CLN8,1763.7430158599875,0.0752578733137177,0.12924960304908747,0.43980689694360137,0.7128211679242219,2672,1771,1742,1556,2276,1931,1425,2060,1730,1814,635
CLN8-AS1,228.49449324369095,-0.20518451460639034,0.2360360286398301,0.12360194724231839,0.36335385770678363,273,219,462,276,259,185,201,224,159,195,100
CLNS1A,1526.3251307578778,-0.2182496666909883,0.11101819658463835,0.01696717175284136,0.1004317029170312,1774,1540,2575,1630,1559,1256,1261,1351,1422,1070,1526
CLOCK,1669.4528895059104,-0.2964647105614836,0.19486560812539097,0.02265364483588175,0.12321516660246042,1732,1792,2891,2085,1624,1321,1672,1694,1583,1191,488
CLP1,356.0169231083301,0.5182147038266627,0.29574970913230697,0.004034340654910721,0.0354182020271815,438,310,279,246,561,394,246,339,432,289,340
CLPB,499.73570520548606,-0.19441887558699852,0.21841405082388274,0.1313754867465919,0.37798695360563317,701,521,672,486,538,384,328,518,403,345,495
CLPP,498.2028284100932,-0.06472726715705528,0.14490012002204042,0.5315581110869824,0.7759292294636383,419,465,720,459,774,520,269,528,288,371,840
CLPTM1,2865.894255266592,-0.15886509387058895,0.11489395002984756,0.08338754039521186,0.2863179545177338,3432,3558,4855,3951,3061,2250,2020,3197,2526,2260,1651
CLPTM1L,2252.185031598124,0.13667614648099002,0.1507024065453591,0.20270680640841857,0.48051896429749125,2588,2321,2650,1956,3024,2127,1637,2474,2124,2007,1940
CLPX,1565.2497219680574,-0.10537828052338057,0.13746463830879008,0.298638390278625,0.5887442551207178,1878,1646,2231,1688,1921,1531,1249,1610,1460,1265,806
CLSPN,500.46093469475875,-0.07277802621912888,0.1938023665890112,0.5286224663994721,0.7739832252237142,1157,224,515,231,388,258,272,372,243,163,1134
CLSTN1,5816.042342849628,-0.1299007060958714,0.12632505922521461,0.18012754514261448,0.45080481846393533,6212,6545,7927,6084,6496,4108,3745,5678,4322,4350,8373
CLSTN2,8034.839903826897,0.977813874782667,0.14057613197579794,1.947988482976412e-13,2.3742709261854108e-11,15174,5511,7441,4927,10206,8624,9227,10598,9976,8878,836
CLSTN3,4494.7418335846505,-0.6609992539213629,0.2183075860701277,7.409591084680801e-5,0.001455143438466624,3400,6837,7907,6714,5555,3879,2933,4479,3660,3659,617
CLTA,3457.5896453319046,0.07279024464375919,0.14645540172692859,0.48458063175858346,0.7451448005437725,3586,2926,4428,3360,5836,3719,2164,3703,2738,3106,3098
CLTB,1452.0096298172652,0.15781625039327785,0.16380391967311828,0.16082940665328369,0.42073154195465,713,1403,1894,1377,3279,1778,934,1775,1209,1500,636
CLTC,23788.880235775065,-5.185795950624887e-4,0.11018633973805797,0.9952864943743522,0.9987252621590291,27002,25313,32624,26569,25157,22892,23617,25589,25175,21791,9271
CLTCL1,830.5175193722055,0.31643588226885877,0.15070679086458905,0.005559562772691653,0.045373205854548015,1453,777,1023,722,914,701,574,994,917,812,497
CLTRN,79.64391271116891,0.1820665458487736,0.2919783614207487,0.18331775654595697,0.4547109338614765,46,34,133,63,131,63,116,61,103,99,42
CLU,3623.8765688204558,0.19699881054647558,0.14206282663707487,0.06285041795550875,0.24148096618064543,5851,2275,3946,2622,5536,3262,2573,4511,3413,3311,3652
CLUAP1,369.3942762715778,0.04573734535388546,0.17042950626812267,0.6780931839508193,0.8627991203128281,380,418,596,364,411,355,219,373,383,282,256
CLUH,1083.7382277718789,-0.2616767523986382,0.2535135042769359,0.0660895064092077,0.24975073125408623,1554,1106,1332,1102,1077,722,461,1109,775,685,1705
CLUL1,36.21040922777946,0.10461237654734432,0.3223516185527977,0.39033088283773715,0.6760486075269355,11,16,79,22,52,50,34,40,21,46,24
CLVS2,20.00739542043655,1.1653462343970675,0.8907867627700021,8.620594242131575e-4,0.010913319382495302,15,8,18,5,22,11,24,24,23,16,10
CLYBL,50.19404285708569,-0.033199484744251176,0.2678296395826959,0.77627797689093,0.9124295349856243,79,35,61,57,30,21,12,24,34,28,172
CMAS,1648.2553897912323,-0.12726669788804643,0.11521631424791147,0.1628912538914238,0.42443881184443405,1558,1694,2564,1670,2475,1815,1251,1726,1488,1514,742
CMBL,624.0885298732811,0.05215096586524309,0.16040015744127498,0.6289787969513658,0.8353958037529008,569,590,913,469,822,693,558,726,597,621,340
CMC1,177.83019148385142,0.03798068317342531,0.20049626184250938,0.7409432227190194,0.8954803580436566,150,170,310,151,250,185,110,194,118,199,144
CMC2,364.5971398097206,0.33970932524801845,0.26124601980556533,0.025614169225354026,0.13386710413926808,430,243,459,246,560,355,291,295,259,308,498
CMC4,127.87838925195032,-0.36548410401854753,0.2789535508831711,0.021550555342206366,0.11888046683322163,99,128,252,192,168,118,89,100,92,90,119
CMIP,2102.992085359584,-0.05818802798175197,0.1017932103520259,0.4826632244844742,0.7437031025599105,2027,2276,3481,2376,2456,1820,1860,2278,1895,1722,1435
CMKLR2,83.20208461821446,0.2195860234011967,0.27565685412733426,0.11906011113658609,0.3546476737072226,108,56,84,27,119,130,87,100,89,64,53
CMPK1,3995.1411895189,0.21603145367830776,0.10216677356982186,0.012272820559471837,0.07949052212783947,2889,3386,5213,3339,5583,4571,4338,4474,4387,3739,1721
CMPK2,42.09146364822462,-0.5567326498595669,0.5605160303829257,0.011699440855403361,0.07679137712402725,45,42,79,61,25,69,58,18,14,16,5
CMSS1,329.62353435769074,-0.14174164789634436,0.1685223250080583,0.21091508219351493,0.4909199947682343,680,265,491,273,333,214,155,267,259,187,441
CMTM1,12.634700004973126,-0.03655367254496581,0.3252421666538196,0.738809668976758,0.894218893344006,15,19,25,23,10,1,9,11,23,4,9
CMTM3,1934.4127152032163,-0.08438987964071865,0.14221039462489,0.41187894880372916,0.6925617131785267,3602,2203,2529,2008,1668,1544,1329,2000,1561,1449,1598
CMTM4,2704.976276289725,-0.1493085438177398,0.13544849083597962,0.1415210412277654,0.3936562296220601,2432,3749,4429,3553,3245,2538,2363,2744,2556,2322,888
CMTM6,4474.76724378743,-0.11174129601495,0.11505163823417003,0.21873694206319086,0.5000579913403712,4278,5034,6678,5570,4807,4355,4619,4468,4462,3906,1336
CMTM7,243.36798271203259,-0.38627287091642265,0.29199098439178456,0.018702146405797593,0.10731561535532928,352,176,300,338,175,140,151,154,179,142,481
CMTM8,35.53185389412432,-0.4430416254583509,0.41830180221479635,0.02062515321572205,0.1152220837725416,39,54,70,51,30,17,12,27,21,23,73
CMTR1,1159.5086348612533,-0.016551948426388186,0.11148458112567593,0.8516121507408105,0.942151081190732,1219,1091,1627,1365,1501,1165,821,1269,1156,924,840
CMTR2,1129.2816030833167,0.019480642331624633,0.16908761704806224,0.8587239599734505,0.9449298680427007,1234,1097,1613,1342,1044,1037,1113,1261,1293,865,443
CMYA5,213.45075739722844,0.11655105139492111,0.18995133503923342,0.32038208513358213,0.60924041197592,120,222,406,263,232,215,201,274,319,217,21
CNBD2,15.794954523895608,0.007024110879707408,0.35984977146246805,0.9425171182825551,0.9789233589029113,10,8,16,0,19,27,18,13,1,8,2
CNBP,4058.6333953193216,-0.08447700357509469,0.09333060985291065,0.2759117802367609,0.5650237215185792,5997,3383,5202,3800,4641,3520,2972,3658,3155,2882,5852
CNDP2,2110.4506182757546,-0.020108381065439437,0.14813485602946372,0.8466688371445219,0.9400321652214441,2425,2101,2408,2082,2554,1967,1451,2166,1827,1727,2403
CNEP1R1,688.0144786771872,-0.07116792702128939,0.1495667511806314,0.4985285236550371,0.7550502755548126,712,588,1112,674,867,713,754,678,687,536,209
CNFN,9.553058303449378,-0.3182739928271482,0.5262237085417735,0.04747925529703979,0.20213318954717932,6,11,25,12,7,6,7,3,4,3,38
CNGA1,10.104261171213032,-0.16107665371891125,0.4746830312429551,0.13226325609711792,0.37923573891297724,10,15,9,4,0,5,14,9,8,0,1
CNIH1,2558.569761124191,-0.08427297886915436,0.12155808068410309,0.36947284408570796,0.6563670068059174,3322,2668,3545,2727,2931,2526,2404,2322,2227,1935,1227
CNIH2,137.12930332637035,-0.12723727253377007,0.20214514116647544,0.29037146592037644,0.5804189477378875,134,86,205,161,123,104,55,108,97,88,394
CNIH3,127.6180672489491,-0.1324774900890532,0.24314232985454942,0.29471116571348527,0.5854951868035427,645,88,140,102,85,104,35,89,99,63,82
CNIH4,1239.0735927276455,-0.11311561583497709,0.16241356798146744,0.30525931747534407,0.5953305399676823,1661,1105,1673,1100,1744,990,951,1093,915,1012,1459
CNKSR1,275.2559678641095,-0.0058340394144273415,0.19131551371336558,0.9588707507063026,0.9850236034125114,76,339,396,427,334,219,222,269,294,249,102
CNKSR2,186.15704571216028,-0.1744591407060583,0.2522123183180168,0.18730356788137775,0.4602788780696462,276,120,214,84,211,129,211,170,169,112,345
CNKSR3,346.16668657993773,0.11119003139728396,0.19368156396618277,0.3448039151904272,0.6330440655139916,706,224,450,168,351,228,239,340,314,206,519
CNMD,26.56813031789792,0.16064332967859257,0.32477863653895966,0.22815016141035543,0.5110455401150475,40,11,27,7,37,20,24,25,21,19,54
CNN1,1391.5146724719596,2.1981718621781314,0.18176988319091328,1.1834104201209537e-35,1.2350366996987304e-32,953,371,562,392,2477,1637,1042,1926,1375,1566,2097
CNN2,6813.831714002124,0.7124930819992507,0.11552383843034923,3.389150696803678e-11,2.9475019966264487e-9,8283,4508,6583,4989,7818,6603,5111,8215,6502,6431,8835
CNN3,7336.622268246583,0.3876408153748748,0.1445136477542606,6.495215947012931e-4,0.008781952703094892,10598,4370,7792,5075,7393,6344,6476,6904,6551,5843,12321
CNN3-DT,188.37600385584253,0.06595699163074663,0.1814737051130459,0.5596663171598617,0.7942738745937857,221,132,184,132,133,140,138,174,104,135,459
CNNM1,63.01826649407487,-0.07548920831063666,0.23091536139746202,0.5285079734317839,0.7739214364960034,85,78,97,96,52,54,55,89,62,34,18
CNNM2,900.1307354508633,0.14950097618326627,0.1328947603135024,0.13659112009033744,0.3861179148922388,747,878,1166,822,1003,754,721,1141,961,827,927
CNNM3,471.0701222333912,-0.0807541051229245,0.161353687794061,0.45852521074154146,0.7264538390316254,686,546,635,490,543,306,273,471,325,335,649
CNNM3-DT,11.81304812189128,0.19946101604110272,0.4752653455998095,0.10995699881330534,0.3378218889024053,21,2,10,0,39,5,3,17,12,9,8
CNNM4,546.777489835766,-1.25564029407055,0.22269614248406075,3.909075227759773e-10,2.7084538652752156e-8,646,777,1075,640,496,332,366,415,348,306,554
CNOT1,8903.34356971259,-0.03777464676523666,0.13145930696828834,0.700044433377389,0.8759110377781294,11663,8564,12793,10245,8608,7210,8429,8727,8832,7059,6898
CNOT10,846.6100839467824,-0.17592457891085364,0.17141772391538454,0.12860140300932962,0.37276244486043153,1149,823,1309,1075,803,685,633,842,989,516,611
CNOT11,1519.617775114142,-0.3930807140839335,0.2474519493589596,0.010578917043846453,0.07151690558629477,1264,1581,2415,1650,1471,1293,1376,1421,1450,1067,950
